Flodnr;Station;Helt islagd;Snö;Stöpsörja;Överis;Mellanvatten övre;Mellanis;Mellanvatten nedre;Stöpis;Kärnis;Hela istäcket;Isen upp hela sjön;Datum;Anmärkning;
1;Torneträsk;;0;0;0;0;0;0;0;23;23;;2015-01-08;;
1;Torneträsk;;2;0;0;0;0;0;0;35;35;;2015-01-11;;
1;Torneträsk;;2;0;0;0;0;0;0;47;47;;2015-01-22;;
1;Torneträsk;;12;0;0;0;0;0;0;55;55;;2015-01-29;;
1;Torneträsk;;7;0;0;0;0;0;0;59;59;;2015-02-05;;
1;Torneträsk;;14;0;0;0;0;0;0;64;64;;2015-02-12;;
1;Torneträsk;;14;0;0;0;0;0;0;65;65;;2015-02-19;;
1;Torneträsk;;9;0;0;0;0;0;0;68;68;;2015-02-26;;
1;Torneträsk;;10;0;0;0;0;0;0;69;69;;2015-03-05;;
1;Torneträsk;;25;0;0;0;0;0;0;71;71;;2015-03-12;;
1;Torneträsk;;9;0;0;0;0;0;0;76;76;;2015-03-19;;
1;Torneträsk;;21;0;0;0;0;0;0;77;77;;2015-03-26;;
1;Torneträsk;;23;0;0;0;0;0;0;77;77;;2015-04-02;;
1;Torneträsk;;15;0;0;0;0;0;0;78;78;;2015-04-09;;
1;Torneträsk;;12;0;0;0;0;0;0;81;81;;2015-04-15;;
1;Torneträsk;;1;0;0;0;0;0;0;79;79;;2015-04-23;;
1;Torneträsk;;6;0;0;0;0;0;0;77;77;;2015-04-30;;
1;Torneträsk;;0;0;0;0;0;0;2;74;76;;2015-05-07;;
1;Torneträsk;;1;0;0;0;0;0;4;64;68;;2015-05-13;;
1;Torneträsk;;0;0;0;0;0;0;0;0;0;2015-06-08;2015-05-21;Isen bitvis landlös, ingen ismätning.;
1;Torneträsk;2016-01-08;0;0;0;0;0;0;0;30;30;;2016-01-14;Isen först gångbar 2016-01-10;
1;Torneträsk;;0;0;0;0;0;0;0;45;45;;2016-01-21;;
1;Torneträsk;;7;0;0;0;0;0;0;49;49;;2016-01-28;;
1;Torneträsk;;3;0;0;0;0;0;0;55;55;;2016-02-04;;
1;Torneträsk;;22;0;0;0;0;0;0;58;58;;2016-02-11;;
1;Torneträsk;;16;0;0;0;0;0;0;56;56;;2016-02-18;;
1;Torneträsk;;9;0;0;0;0;0;0;61;61;;2016-02-25;;
1;Torneträsk;;13;0;0;0;0;0;0;62;62;;2016-03-03;;
1;Torneträsk;;11;0;0;0;0;0;0;65;65;;2016-03-10;;
1;Torneträsk;;0;0;0;0;0;0;5;68;73;;2016-03-17;"Snön på isen har smält och frusit till ""stöpis"". Inne vid land brister stöpisen och det är vatten under. Längre ut vid mätstället har stöpisen frusit ihop.";
1;Torneträsk;;11;0;0;0;0;0;0;76;76;;2016-03-24;;
1;Torneträsk;;0;0;0;0;0;0;0;77;77;;2016-03-31;;
1;Torneträsk;;2;0;0;0;0;0;0;74;74;;2016-04-07;;
1;Torneträsk;;2;0;0;0;0;0;0;75;75;;2016-04-14;;
1;Torneträsk;;1;0;0;0;0;0;0;76;76;;2016-04-21;;
1;Torneträsk;;0;1;0;0;0;0;0;76;76;;2016-04-28;Regnade och blåste hela gårdagen. Idag vattenpölar på isen ca 1 cm djupa, i övrigt bra kärnis.;
1;Torneträsk;;1;0;0;0;0;0;2;68;70;;2016-05-04;;
1;Torneträsk;;0;0;0;0;0;0;3;56;59;;2016-05-12;;
1;Torneträsk;;0;0;0;0;0;0;0;0;0;2016-05-29;2016-05-19;Isen landlös.;
1;Torneträsk;;0;6;0;0;0;0;0;16;16;;2017-01-26;Hela sjön är fortfarande ej islagd.;
1;Torneträsk;;2;0;0;0;0;0;3;20;23;;2017-02-02;Hela sjön är fortfarande ej islagd.;
1;Torneträsk;2017-02-06;2;0;0;0;0;0;4;31;35;;2017-02-09;;
1;Torneträsk;;0;0;0;0;0;0;0;35;35;;2017-02-16;;
1;Torneträsk;;6;0;0;0;0;0;0;41;41;;2017-02-23;;
1;Torneträsk;;2;0;0;0;0;0;0;48;48;;2017-03-02;;
1;Torneträsk;;1;0;0;0;0;0;0;56;56;;2017-03-09;;
1;Torneträsk;;1;0;0;0;0;0;0;56;56;;2017-03-16;;
1;Torneträsk;;5;0;0;0;0;0;0;57;57;;2017-03-23;;
1;Torneträsk;;5;0;0;0;0;0;0;60;60;;2017-03-30;;
1;Torneträsk;;0;0;0;0;0;0;0;65;65;;2017-04-06;;
1;Torneträsk;;2;0;0;0;0;0;0;64;64;;2017-04-13;;
1;Torneträsk;;2;0;0;0;0;0;0;68;68;;2017-04-20;;
1;Torneträsk;;7;0;0;0;0;0;0;68;68;;2017-04-27;;
1;Torneträsk;;3;0;0;0;0;0;0;72;72;;2017-05-04;;
1;Torneträsk;;0;0;0;0;0;0;0;67;67;;2017-05-11;Lätt att borra, stora bitar lossnade. Pipis.;
1;Torneträsk;;0;0;0;0;0;0;0;60;60;;2017-05-18;;
1;Torneträsk;;0;0;0;0;0;0;0;51;51;;2017-05-24;Pipig våris, 5cm på toppen med smalstavig hård och torr is. Resterande lager mycket poröst, isstavar och isbitar. Isen delvis landlös.;
1;Torneträsk;2017-12-17;4;0;0;0;0;0;0;9;9;;2017-12-21;Jämnt snötäcke.;
1;Torneträsk;;5;0;0;0;0;0;0;18;18;;2017-12-28;Jämnt snötäcke.;
1;Torneträsk;;2;0;0;0;0;0;0;28;28;;2018-01-04;Ojämnt snötäcke, vinddrivor;
1;Torneträsk;;4;0;0;0;0;0;0;29;29;;2018-01-11;;
1;Torneträsk;;0;0;0;0;0;0;0;39;39;;2018-01-18;;
1;Torneträsk;;0;0;0;0;0;0;0;53;53;;2018-01-25;Ojämnt snötäcke;
1;Torneträsk;;0;0;0;0;0;0;0;62;62;;2018-02-01;Ojämnt snötäcke;
1;Torneträsk;;2;0;0;0;0;0;0;74;74;;2018-02-08;Ojämnt snötäcke;
1;Torneträsk;;0;0;0;0;0;0;0;77;77;;2018-02-15;Ojämt snötäcke och bitvis avsaknad av snötäcke.;
1;Torneträsk;;0;0;0;0;0;0;0;85;85;;2018-02-22;Ojämt snötäcke och bitvis avsaknad av snötäcke.;
1;Torneträsk;;0;0;0;0;0;0;0;93;93;;2018-03-01;Ojämt snötäcke och bitvis avsaknad av snötäcke.;
1;Torneträsk;;1;0;0;0;0;0;0;95;95;;2018-03-08;Ojämt snötäcke och bitvis avsaknad av snötäcke.;
1;Torneträsk;;4;0;0;0;0;0;0;102;102;;2018-03-15;Jämnt snötäcke över hela isen.;
1;Torneträsk;;13;0;0;0;0;0;0;105;105;;2018-03-22;Jämt snötäcke;
1;Torneträsk;;9;0;0;0;0;0;0;106;106;;2018-03-29;Ojämt snötäcke ;
1;Torneträsk;;5;0;0;0;0;0;0;107;107;;2018-04-05;Ojämnt snötäcke;
1;Torneträsk;;6;0;0;0;0;0;0;109;109;;2018-04-12;Ojämt snötäcke;
1;Torneträsk;;3;0;0;0;0;0;0;109;109;;2018-04-19;Ojämnt snötäcke;
1;Torneträsk;;0;0;0;0;0;0;3;104;107;;2018-04-26;"Första 3 cm ""pip-is"". Fläckvis blötsnö/grynig is på ytan";
1;Torneträsk;;0;0;0;0;0;0;2;98;100;;2018-05-03;Tendens till vattenmättad pipis genom hela istäcket., Torr på ytan;
1;Torneträsk;;0;0;0;0;0;0;95;0;95;;2018-05-09;Isen ganska pipig och vattenmättad groggis kommer upp när man borrar;
1;Torneträsk;;0;0;0;0;0;0;0;0;0;2018-05-26;2018-05-07;Isen landlös och ej gångbar;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
